,Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %
3722,03.07.2006,"2.190,43","2.177,91","2.190,44","2.172,09","586,92M","0,84%"
3723,30.06.2006,"2.172,09","2.181,47","2.183,48","2.164,67","2,38B","-0,11%"
3724,29.06.2006,"2.174,38","2.121,50","2.174,38","2.121,50","1,57B","2,96%"
3725,28.06.2006,"2.111,84","2.105,94","2.112,62","2.090,78","1,22B","0,55%"
3726,27.06.2006,"2.100,25","2.134,58","2.139,43","2.098,76","1,35B","-1,57%"
3727,26.06.2006,"2.133,67","2.126,46","2.135,71","2.123,71","1,07B","0,58%"
3728,23.06.2006,"2.121,47","2.120,30","2.137,43","2.110,81","1,21B","-0,07%"
3729,22.06.2006,"2.122,98","2.138,97","2.141,20","2.113,59","1,23B","-0,85%"
3730,21.06.2006,"2.141,20","2.109,22","2.152,56","2.107,06","1,42B","1,62%"
3731,20.06.2006,"2.107,06","2.110,92","2.126,72","2.103,77","1,25B","-0,16%"
3732,19.06.2006,"2.110,42","2.136,60","2.138,77","2.104,38","1,25B","-0,92%"
3733,16.06.2006,"2.129,95","2.140,51","2.144,15","2.122,78","1,99B","-0,66%"
3734,15.06.2006,"2.144,15","2.098,37","2.147,91","2.086,00","1,61B","2,79%"
3735,14.06.2006,"2.086,00","2.075,55","2.091,94","2.065,11",-,"0,65%"
3736,13.06.2006,"2.072,47","2.089,88","2.108,36","2.067,74",-,"-0,90%"
3737,12.06.2006,"2.091,32","2.137,47","2.138,68","2.091,32",-,"-2,05%"
3738,09.06.2006,"2.135,06","2.151,92","2.163,21","2.133,47",-,"-0,48%"
3739,08.06.2006,"2.145,32","2.141,59","2.151,80","2.100,43",-,"-0,30%"
3740,07.06.2006,"2.151,80","2.166,58","2.184,44","2.150,69",-,"-0,51%"
3741,06.06.2006,"2.162,78","2.174,28","2.176,47","2.144,20",-,"-0,32%"
3742,05.06.2006,"2.169,62","2.212,35","2.219,41","2.169,40",-,"-2,24%"
3743,02.06.2006,"2.219,41","2.229,84","2.233,88","2.203,73",-,"-0,02%"
3744,01.06.2006,"2.219,86","2.179,82","2.219,86","2.177,80",-,"1,88%"
3745,31.05.2006,"2.178,88","2.171,46","2.185,33","2.165,79",-,"0,65%"
3746,30.05.2006,"2.164,74","2.202,57","2.202,57","2.164,74",-,"-2,06%"
3747,26.05.2006,"2.210,37","2.205,90","2.210,49","2.196,70",-,"0,55%"
3748,25.05.2006,"2.198,24","2.182,43","2.198,58","2.174,24",-,"1,34%"
3749,24.05.2006,"2.169,17","2.159,83","2.179,84","2.135,81",-,"0,48%"
3750,23.05.2006,"2.158,76","2.188,38","2.199,56","2.158,76",-,"-0,65%"
3751,22.05.2006,"2.172,86","2.178,15","2.184,57","2.156,67",-,"-0,96%"
3752,19.05.2006,"2.193,88","2.183,34","2.198,66","2.164,54",-,"0,62%"
3753,18.05.2006,"2.180,32","2.205,37","2.212,95","2.180,28",-,"-0,70%"
3754,17.05.2006,"2.195,80","2.214,90","2.222,38","2.193,87",-,"-1,50%"
3755,16.05.2006,"2.229,13","2.239,00","2.243,74","2.222,80",-,"-0,42%"
3756,15.05.2006,"2.238,52","2.234,01","2.245,18","2.220,50",-,"-0,23%"
3757,12.05.2006,"2.243,78","2.263,97","2.264,19","2.243,32",-,"-1,27%"
3758,11.05.2006,"2.272,70","2.319,08","2.319,60","2.270,51",-,"-2,07%"
3759,10.05.2006,"2.320,74","2.332,82","2.338,25","2.314,45",-,"-0,75%"
3760,09.05.2006,"2.338,25","2.339,71","2.343,62","2.334,17",-,"-0,29%"
3761,08.05.2006,"2.344,99","2.342,41","2.352,56","2.339,46",-,"0,10%"
3762,05.05.2006,"2.342,57","2.335,96","2.344,37","2.332,68",-,"0,80%"
3763,04.05.2006,"2.323,90","2.307,38","2.326,82","2.307,38",-,"0,87%"
3764,03.05.2006,"2.303,97","2.311,20","2.312,60","2.295,03",-,"-0,25%"
3765,02.05.2006,"2.309,84","2.311,73","2.313,93","2.302,80",-,"0,22%"
3766,01.05.2006,"2.304,79","2.329,79","2.334,69","2.300,25",-,"-0,77%"
3767,28.04.2006,"2.322,57","2.321,61","2.337,28","2.317,47",-,"-0,95%"
3768,27.04.2006,"2.344,95","2.324,63","2.361,89","2.315,12",-,"0,49%"
3769,26.04.2006,"2.333,63","2.333,57","2.342,88","2.327,73",-,"0,14%"
3770,25.04.2006,"2.330,30","2.338,54","2.338,54","2.321,64",-,"-0,13%"
3771,24.04.2006,"2.333,38","2.338,78","2.338,78","2.324,28",-,"-0,40%"
3772,21.04.2006,"2.342,86","2.371,65","2.371,65","2.333,50",-,"-0,83%"
3773,20.04.2006,"2.362,55","2.368,74","2.375,54","2.354,07",-,"-0,35%"
3774,19.04.2006,"2.370,88","2.358,87","2.370,93","2.350,04",-,"0,63%"
3775,18.04.2006,"2.356,14","2.318,27","2.357,46","2.318,27",-,"1,95%"
3776,17.04.2006,"2.311,16","2.325,56","2.332,67","2.299,42",-,"-0,64%"
3777,13.04.2006,"2.326,11","2.314,32","2.333,03","2.310,12",-,"0,49%"
3778,12.04.2006,"2.314,68","2.309,39","2.318,05","2.308,33",-,"0,19%"
3779,11.04.2006,"2.310,35","2.337,88","2.339,79","2.302,19",-,"-0,98%"
3780,10.04.2006,"2.333,27","2.340,39","2.343,59","2.326,47",-,"-0,25%"
3781,07.04.2006,"2.339,02","2.367,32","2.375,45","2.336,71",-,"-0,94%"
3782,06.04.2006,"2.361,17","2.358,92","2.366,56","2.347,64",-,"0,06%"
3783,05.04.2006,"2.359,75","2.349,82","2.361,91","2.341,66",-,"0,61%"
3784,04.04.2006,"2.345,36","2.337,95","2.350,70","2.332,67",-,"0,37%"
3785,03.04.2006,"2.336,74","2.352,24","2.357,53","2.334,60",-,"-0,13%"
3786,31.03.2006,"2.339,79","2.345,53","2.348,89","2.334,54",-,"-0,04%"
3787,30.03.2006,"2.340,82","2.340,23","2.353,14","2.330,84",-,"0,13%"
3788,29.03.2006,"2.337,78","2.309,94","2.344,67","2.308,41",-,"1,45%"
3789,28.03.2006,"2.304,46","2.315,61","2.327,83","2.299,56",-,"-0,48%"
3790,27.03.2006,"2.315,58","2.312,47","2.319,93","2.310,02",-,"0,12%"
3791,24.03.2006,"2.312,82","2.304,74","2.316,15","2.300,37",-,"0,55%"
3792,23.03.2006,"2.300,15","2.300,17","2.305,17","2.287,90",-,"-0,14%"
3793,22.03.2006,"2.303,35","2.283,39","2.305,44","2.282,38",-,"0,40%"
3794,21.03.2006,"2.294,23","2.312,90","2.332,95","2.292,55",-,"-0,86%"
3795,20.03.2006,"2.314,11","2.311,93","2.317,13","2.305,59",-,"0,33%"
3796,17.03.2006,"2.306,48","2.306,17","2.310,84","2.294,50",-,"0,30%"
3797,16.03.2006,"2.299,56","2.319,11","2.323,79","2.299,55",-,"-0,53%"
3798,15.03.2006,"2.311,84","2.301,17","2.312,49","2.293,06",-,"0,69%"
3799,14.03.2006,"2.295,90","2.264,25","2.296,92","2.264,24",-,"1,27%"
3800,13.03.2006,"2.267,03","2.269,44","2.280,20","2.263,68",-,"0,22%"
3801,10.03.2006,"2.262,04","2.251,81","2.266,99","2.239,54",-,"0,55%"
3802,09.03.2006,"2.249,72","2.272,26","2.279,28","2.249,56",-,"-0,78%"
3803,08.03.2006,"2.267,46","2.260,87","2.275,13","2.248,65",-,"-0,04%"
3804,07.03.2006,"2.268,38","2.280,08","2.280,08","2.259,64",-,"-0,77%"
3805,06.03.2006,"2.286,03","2.306,66","2.309,51","2.281,37",-,"-0,72%"
3806,03.03.2006,"2.302,60","2.299,10","2.324,92","2.297,09",-,"-0,37%"
3807,02.03.2006,"2.311,11","2.305,53","2.316,93","2.299,76",-,"-0,15%"
3808,01.03.2006,"2.314,64","2.288,15","2.315,95","2.285,64",-,"1,46%"
3809,28.02.2006,"2.281,39","2.300,96","2.305,62","2.276,74",-,"-1,12%"
3810,27.02.2006,"2.307,18","2.291,48","2.313,53","2.291,24",-,"0,88%"
3811,24.02.2006,"2.287,04","2.278,27","2.287,86","2.272,78",-,"0,34%"
3812,23.02.2006,"2.279,32","2.279,59","2.293,74","2.271,82",-,"-0,17%"
3813,22.02.2006,"2.283,17","2.264,69","2.287,99","2.259,17",-,"0,89%"
3814,21.02.2006,"2.262,96","2.283,52","2.284,82","2.256,75",-,"-0,85%"
3815,17.02.2006,"2.282,36","2.291,73","2.291,76","2.279,63",-,"-0,53%"
3816,16.02.2006,"2.294,63","2.281,88","2.294,63","2.278,06",-,"0,80%"
3817,15.02.2006,"2.276,43","2.259,04","2.277,13","2.255,10",-,"0,63%"
3818,14.02.2006,"2.262,17","2.243,54","2.266,82","2.237,47",-,"1,00%"
3819,13.02.2006,"2.239,81","2.252,04","2.254,31","2.232,68",-,"-0,98%"
3820,10.02.2006,"2.261,88","2.255,77","2.266,44","2.235,41",-,"0,27%"
3821,09.02.2006,"2.255,87","2.273,77","2.284,52","2.254,26",-,"-0,49%"
3822,08.02.2006,"2.266,98","2.260,22","2.268,72","2.246,98",-,"0,98%"
3823,07.02.2006,"2.244,96","2.255,94","2.265,54","2.239,51",-,"-0,61%"
3824,06.02.2006,"2.258,80","2.263,12","2.265,81","2.249,75",-,"-0,17%"
3825,03.02.2006,"2.262,58","2.268,43","2.274,62","2.255,99",-,"-0,83%"
3826,02.02.2006,"2.281,57","2.306,57","2.308,05","2.277,30",-,"-1,25%"
3827,01.02.2006,"2.310,56","2.294,11","2.311,57","2.292,23",-,"0,21%"
3828,31.01.2006,"2.305,82","2.305,82","2.311,83","2.292,95",-,"-0,04%"
3829,30.01.2006,"2.306,78","2.306,24","2.313,98","2.304,75",-,"0,11%"
3830,27.01.2006,"2.304,23","2.293,37","2.314,36","2.289,47",-,"0,93%"
3831,26.01.2006,"2.283,00","2.274,85","2.284,07","2.264,85",-,"0,99%"
3832,25.01.2006,"2.260,65","2.275,30","2.275,30","2.253,06",-,"-0,20%"
3833,24.01.2006,"2.265,25","2.256,13","2.269,44","2.256,03",-,"0,75%"
3834,23.01.2006,"2.248,47","2.255,31","2.256,24","2.241,02",-,"0,03%"
3835,20.01.2006,"2.247,70","2.300,36","2.300,73","2.245,20",-,"-2,35%"
3836,19.01.2006,"2.301,81","2.291,69","2.311,71","2.289,82",-,"0,97%"
3837,18.01.2006,"2.279,64","2.265,50","2.285,94","2.264,08",-,"-1,00%"
3838,17.01.2006,"2.302,69","2.302,56","2.305,87","2.294,05",-,"-0,62%"
3839,13.01.2006,"2.317,04","2.317,74","2.321,70","2.308,16",-,"0,02%"
3840,12.01.2006,"2.316,69","2.327,17","2.330,31","2.313,22",-,"-0,63%"
3841,11.01.2006,"2.331,36","2.321,41","2.332,92","2.316,49",-,"0,48%"
3842,10.01.2006,"2.320,32","2.306,22","2.320,32","2.303,93",-,"0,07%"
3843,09.01.2006,"2.318,69","2.306,18","2.322,63","2.303,13",-,"0,57%"
3844,06.01.2006,"2.305,62","2.289,21","2.306,72","2.281,01",-,"1,26%"
3845,05.01.2006,"2.276,87","2.264,93","2.277,56","2.264,50",-,"0,59%"
3846,04.01.2006,"2.263,46","2.246,96","2.265,28","2.246,07",-,"0,88%"
3847,03.01.2006,"2.243,74","2.216,53","2.249,68","2.189,91",-,"1,74%"
3848,30.12.2005,"2.205,32","2.209,03","2.209,97","2.200,51",-,"-0,58%"
3849,29.12.2005,"2.218,16","2.229,60","2.232,89","2.216,98",-,"-0,48%"
3850,28.12.2005,"2.228,94","2.230,36","2.233,54","2.221,41",-,"0,09%"
3851,27.12.2005,"2.226,89","2.253,05","2.259,68","2.226,62",-,"-1,00%"
3852,23.12.2005,"2.249,42","2.249,41","2.254,71","2.245,58",-,"0,13%"
3853,22.12.2005,"2.246,49","2.233,79","2.247,09","2.232,57",-,"0,66%"
3854,21.12.2005,"2.231,66","2.227,53","2.241,94","2.225,19",-,"0,42%"
3855,20.12.2005,"2.222,42","2.223,56","2.231,02","2.213,52",-,"-0,01%"
3856,19.12.2005,"2.222,74","2.254,64","2.256,03","2.221,79",-,"-1,32%"
3857,16.12.2005,"2.252,48","2.262,08","2.263,89","2.251,67",-,"-0,36%"
3858,15.12.2005,"2.260,63","2.266,05","2.267,55","2.247,32",-,"-0,09%"
3859,14.12.2005,"2.262,59","2.261,94","2.270,44","2.254,44",-,"-0,11%"
3860,13.12.2005,"2.265,00","2.256,60","2.271,85","2.254,92",-,"0,18%"
3861,12.12.2005,"2.260,95","2.263,97","2.266,14","2.253,44",-,"0,19%"
3862,09.12.2005,"2.256,73","2.247,28","2.258,67","2.241,03",-,"0,46%"
3863,08.12.2005,"2.246,46","2.254,80","2.261,61","2.233,74",-,"-0,25%"
3864,07.12.2005,"2.252,01","2.263,29","2.264,91","2.244,62",-,"-0,39%"
3865,06.12.2005,"2.260,76","2.267,76","2.278,16","2.259,37",-,"0,14%"
3866,05.12.2005,"2.257,64","2.269,07","2.269,48","2.250,84",-,"-0,69%"
3867,02.12.2005,"2.273,37","2.266,17","2.273,61","2.261,13",-,"0,27%"
3868,01.12.2005,"2.267,17","2.244,85","2.269,39","2.244,71",-,"1,54%"
3869,30.11.2005,"2.232,82","2.232,50","2.243,41","2.230,19",-,"0,00%"
3870,29.11.2005,"2.232,71","2.247,70","2.253,25","2.232,54",-,"-0,30%"
3871,28.11.2005,"2.239,37","2.263,55","2.264,06","2.239,34",-,"-1,04%"
3872,25.11.2005,"2.263,01","2.262,43","2.264,13","2.256,45",-,"0,13%"
3873,23.11.2005,"2.259,98","2.251,37","2.269,30","2.250,40",-,"0,28%"
3874,22.11.2005,"2.253,56","2.235,30","2.257,77","2.232,74",-,"0,53%"
3875,21.11.2005,"2.241,67","2.226,62","2.242,30","2.219,25",-,"0,66%"
3876,18.11.2005,"2.227,07","2.232,36","2.234,30","2.218,81",-,"0,30%"
3877,17.11.2005,"2.220,46","2.195,48","2.220,46","2.194,66",-,"1,49%"
3878,16.11.2005,"2.187,93","2.189,46","2.191,19","2.176,54",-,"0,05%"
3879,15.11.2005,"2.186,74","2.199,39","2.204,69","2.181,92",-,"-0,65%"
3880,14.11.2005,"2.200,95","2.203,79","2.206,88","2.197,12",-,"-0,07%"
3881,11.11.2005,"2.202,47","2.198,26","2.205,36","2.198,26",-,"0,26%"
3882,10.11.2005,"2.196,68","2.175,02","2.196,75","2.162,65",-,"0,96%"
3883,09.11.2005,"2.175,81","2.171,23","2.182,90","2.166,16",-,"0,17%"
3884,08.11.2005,"2.172,07","2.172,37","2.180,79","2.166,25",-,"-0,28%"
3885,07.11.2005,"2.178,24","2.174,25","2.182,09","2.165,82",-,"0,41%"
3886,04.11.2005,"2.169,43","2.165,10","2.172,68","2.156,60",-,"0,43%"
3887,03.11.2005,"2.160,22","2.157,30","2.169,98","2.153,20",-,"0,74%"
3888,02.11.2005,"2.144,31","2.110,95","2.144,56","2.110,87",-,"1,43%"
3889,01.11.2005,"2.114,05","2.109,89","2.121,25","2.108,86",-,"-0,29%"
3890,31.10.2005,"2.120,30","2.094,37","2.125,73","2.094,37",-,"1,46%"
3891,28.10.2005,"2.089,88","2.073,85","2.089,88","2.064,92",-,"1,26%"
3892,27.10.2005,"2.063,81","2.095,85","2.098,04","2.063,81",-,"-1,73%"
3893,26.10.2005,"2.100,05","2.104,02","2.121,36","2.098,15",-,"-0,45%"
3894,25.10.2005,"2.109,45","2.109,55","2.116,42","2.094,79",-,"-0,30%"
3895,24.10.2005,"2.115,83","2.089,51","2.115,88","2.083,98",-,"1,61%"
3896,21.10.2005,"2.082,21","2.083,84","2.091,44","2.074,20",-,"0,68%"
3897,20.10.2005,"2.068,11","2.088,04","2.096,43","2.058,52",-,"-1,11%"
3898,19.10.2005,"2.091,24","2.048,66","2.091,24","2.042,03",-,"1,71%"
3899,18.10.2005,"2.056,00","2.069,32","2.072,50","2.055,96",-,"-0,69%"
3900,17.10.2005,"2.070,30","2.065,54","2.071,25","2.054,19",-,"0,26%"
3901,14.10.2005,"2.064,83","2.054,50","2.064,95","2.042,54",-,"0,86%"
3902,13.10.2005,"2.047,22","2.033,86","2.051,23","2.025,58",-,"0,48%"
3903,12.10.2005,"2.037,47","2.055,44","2.064,66","2.032,79",-,"-1,15%"
3904,11.10.2005,"2.061,09","2.084,38","2.085,61","2.058,19",-,"-0,86%"
3905,10.10.2005,"2.078,92","2.091,68","2.093,23","2.078,11",-,"-0,55%"
3906,07.10.2005,"2.090,35","2.091,12","2.097,42","2.082,44",-,"0,30%"
3907,06.10.2005,"2.084,08","2.104,92","2.110,83","2.069,04",-,"-0,90%"
3908,05.10.2005,"2.103,02","2.139,16","2.139,60","2.103,02",-,"-1,70%"
3909,04.10.2005,"2.139,36","2.156,26","2.167,00","2.139,00",-,"-0,75%"
3910,03.10.2005,"2.155,43","2.152,70","2.162,79","2.152,59",-,"0,17%"
3911,30.09.2005,"2.151,69","2.140,17","2.151,69","2.138,23",-,"0,49%"
3912,29.09.2005,"2.141,22","2.114,97","2.141,43","2.107,70",-,"1,22%"
3913,28.09.2005,"2.115,40","2.122,19","2.127,49","2.109,75",-,"-0,05%"
3914,27.09.2005,"2.116,42","2.123,65","2.125,90","2.109,05",-,"-0,24%"
3915,26.09.2005,"2.121,46","2.127,90","2.132,60","2.112,27",-,"0,22%"
3916,23.09.2005,"2.116,84","2.105,37","2.121,05","2.099,95",-,"0,29%"
3917,22.09.2005,"2.110,78","2.104,39","2.114,59","2.093,06",-,"0,20%"
3918,21.09.2005,"2.106,64","2.129,65","2.129,96","2.106,64",-,"-1,16%"
3919,20.09.2005,"2.131,33","2.149,44","2.162,14","2.127,48",-,"-0,65%"
3920,19.09.2005,"2.145,26","2.157,37","2.159,49","2.139,89",-,"-0,70%"
3921,16.09.2005,"2.160,35","2.153,75","2.160,83","2.146,79",-,"0,66%"
3922,15.09.2005,"2.146,15","2.153,75","2.155,75","2.142,73",-,"-0,15%"
3923,14.09.2005,"2.149,33","2.173,62","2.174,01","2.149,19",-,"-1,03%"
3924,13.09.2005,"2.171,75","2.177,95","2.185,89","2.167,83",-,"-0,51%"
3925,12.09.2005,"2.182,83","2.176,47","2.186,83","2.175,23",-,"0,34%"
3926,09.09.2005,"2.175,51","2.168,90","2.177,23","2.164,41",-,"0,44%"
3927,08.09.2005,"2.166,03","2.165,72","2.173,85","2.161,29",-,"-0,28%"
3928,07.09.2005,"2.172,03","2.164,14","2.172,39","2.158,61",-,"0,24%"
3929,06.09.2005,"2.166,86","2.147,31","2.167,10","2.147,31",-,"1,20%"
3930,02.09.2005,"2.141,07","2.150,52","2.152,22","2.139,28",-,"-0,32%"
3931,01.09.2005,"2.147,90","2.150,03","2.157,32","2.142,32",-,"-0,19%"
3932,31.08.2005,"2.152,09","2.130,81","2.152,09","2.124,08",-,"1,05%"
3933,30.08.2005,"2.129,76","2.130,88","2.132,21","2.118,27",-,"-0,37%"
3934,29.08.2005,"2.137,65","2.112,44","2.139,40","2.112,25",-,"0,80%"
3935,26.08.2005,"2.120,77","2.132,97","2.133,17","2.118,04",-,"-0,64%"
3936,25.08.2005,"2.134,37","2.131,30","2.138,46","2.129,46",-,"0,26%"
3937,24.08.2005,"2.128,91","2.133,17","2.156,13","2.127,30",-,"-0,39%"
3938,23.08.2005,"2.137,25","2.142,29","2.145,71","2.131,02",-,"-0,19%"
3939,22.08.2005,"2.141,41","2.140,95","2.151,84","2.129,46",-,"0,27%"
3940,19.08.2005,"2.135,56","2.138,74","2.143,92","2.134,99",-,"-0,02%"
3941,18.08.2005,"2.136,08","2.139,40","2.146,49","2.133,08",-,"-0,42%"
3942,17.08.2005,"2.145,15","2.139,36","2.153,04","2.137,18",-,"0,38%"
3943,16.08.2005,"2.137,06","2.160,97","2.161,46","2.136,49",-,"-1,38%"
3944,15.08.2005,"2.167,04","2.153,71","2.173,66","2.147,85",-,"0,47%"
3945,12.08.2005,"2.156,90","2.158,94","2.161,07","2.144,60",-,"-0,81%"
3946,11.08.2005,"2.174,55","2.158,30","2.174,55","2.156,97",-,"0,78%"
3947,10.08.2005,"2.157,81","2.178,07","2.185,91","2.152,82",-,"-0,75%"
3948,09.08.2005,"2.174,19","2.170,44","2.181,27","2.167,88",-,"0,45%"
3949,08.08.2005,"2.164,39","2.182,99","2.185,56","2.163,50",-,"-0,62%"
3950,05.08.2005,"2.177,91","2.189,42","2.195,10","2.175,91",-,"-0,61%"
3951,04.08.2005,"2.191,32","2.208,33","2.209,37","2.190,30",-,"-1,15%"
3952,03.08.2005,"2.216,81","2.211,09","2.219,91","2.209,40",-,"-0,06%"
3953,02.08.2005,"2.218,15","2.197,79","2.219,00","2.197,79",-,"1,04%"
3954,01.08.2005,"2.195,38","2.191,49","2.201,87","2.189,08",-,"0,48%"
3955,29.07.2005,"2.184,83","2.195,47","2.201,39","2.184,43",-,"-0,62%"
3956,28.07.2005,"2.198,44","2.188,29","2.198,52","2.183,27",-,"0,56%"
3957,27.07.2005,"2.186,22","2.178,73","2.187,15","2.167,88",-,"0,47%"
3958,26.07.2005,"2.175,99","2.170,60","2.181,14","2.167,09",-,"0,43%"
3959,25.07.2005,"2.166,74","2.179,04","2.186,46","2.165,93",-,"-0,60%"
3960,22.07.2005,"2.179,74","2.176,14","2.182,64","2.165,44",-,"0,05%"
3961,21.07.2005,"2.178,60","2.191,77","2.193,19","2.171,98",-,"-0,46%"
3962,20.07.2005,"2.188,57","2.158,97","2.191,09","2.158,09",-,"0,71%"
3963,19.07.2005,"2.173,18","2.156,77","2.173,87","2.154,36",-,"1,32%"
3964,18.07.2005,"2.144,87","2.151,84","2.153,52","2.144,78",-,"-0,55%"
3965,15.07.2005,"2.156,78","2.152,70","2.160,64","2.145,18",-,"0,18%"
3966,14.07.2005,"2.152,82","2.156,56","2.164,18","2.148,61",-,"0,41%"
3967,13.07.2005,"2.144,11","2.142,60","2.146,56","2.136,37",-,"0,04%"
3968,12.07.2005,"2.143,15","2.132,51","2.149,78","2.128,82",-,"0,36%"
3969,11.07.2005,"2.135,43","2.115,98","2.135,69","2.115,57",-,"1,07%"
3970,08.07.2005,"2.112,88","2.077,90","2.113,91","2.076,53",-,"1,79%"
3971,07.07.2005,"2.075,66","2.050,71","2.076,43","2.050,30",-,"0,34%"
3972,06.07.2005,"2.068,65","2.076,90","2.084,76","2.068,42",-,"-0,49%"
3973,05.07.2005,"2.078,75","2.052,10","2.079,60","2.052,10",-,"1,04%"
3974,01.07.2005,"2.057,37","2.060,97","2.064,81","2.053,06",-,"0,02%"
3975,30.06.2005,"2.056,96","2.072,05","2.076,16","2.056,24",-,"-0,58%"
3976,29.06.2005,"2.068,89","2.074,44","2.076,02","2.066,45",-,"-0,05%"
3977,28.06.2005,"2.069,89","2.051,77","2.072,58","2.050,98",-,"1,21%"
3978,27.06.2005,"2.045,20","2.050,30","2.054,47","2.039,69",-,"-0,39%"
3979,24.06.2005,"2.053,27","2.070,33","2.071,52","2.050,76",-,"-0,84%"
3980,23.06.2005,"2.070,66","2.093,91","2.106,57","2.070,57",-,"-1,02%"
3981,22.06.2005,"2.092,03","2.097,05","2.102,75","2.083,76",-,"0,05%"
3982,21.06.2005,"2.091,07","2.087,63","2.095,69","2.083,59",-,"0,14%"
3983,20.06.2005,"2.088,13","2.081,05","2.096,77","2.076,42",-,"-0,09%"
3984,17.06.2005,"2.090,11","2.098,33","2.098,53","2.085,24",-,"0,05%"
3985,16.06.2005,"2.089,15","2.076,27","2.089,51","2.073,29",-,"0,69%"
3986,15.06.2005,"2.074,92","2.076,73","2.079,13","2.053,39",-,"0,28%"
3987,14.06.2005,"2.069,04","2.068,04","2.074,78","2.064,08",-,"0,00%"
3988,13.06.2005,"2.068,96","2.059,96","2.078,26","2.058,72",-,"0,29%"
3989,10.06.2005,"2.063,00","2.076,25","2.076,25","2.055,94",-,"-0,67%"
3990,09.06.2005,"2.076,91","2.059,58","2.077,47","2.052,96",-,"0,81%"
3991,08.06.2005,"2.060,18","2.073,21","2.074,61","2.057,58",-,"-0,34%"
3992,07.06.2005,"2.067,16","2.079,06","2.095,96","2.067,14",-,"-0,41%"
3993,06.06.2005,"2.075,76","2.072,36","2.078,61","2.066,36",-,"0,21%"
3994,03.06.2005,"2.071,43","2.094,18","2.095,99","2.069,17",-,"-1,26%"
3995,02.06.2005,"2.097,80","2.081,69","2.097,80","2.081,40",-,"0,48%"
3996,01.06.2005,"2.087,86","2.067,23","2.095,54","2.067,23",-,"0,95%"
3997,31.05.2005,"2.068,22","2.073,92","2.076,01","2.065,02",-,"-0,36%"
3998,27.05.2005,"2.075,73","2.068,53","2.076,80","2.064,99",-,"0,22%"
3999,26.05.2005,"2.071,24","2.057,99","2.072,54","2.057,80",-,"1,03%"
4000,25.05.2005,"2.050,12","2.055,78","2.055,78","2.041,95",-,"-0,56%"
4001,24.05.2005,"2.061,62","2.052,28","2.062,52","2.049,77",-,"0,24%"
4002,23.05.2005,"2.056,65","2.045,69","2.062,95","2.046,09",-,"0,50%"
4003,20.05.2005,"2.046,42","2.040,63","2.046,42","2.033,35",-,"0,19%"
4004,19.05.2005,"2.042,58","2.032,09","2.042,68","2.030,05",-,"0,59%"
4005,18.05.2005,"2.030,65","2.008,63","2.034,30","2.007,20",-,"1,32%"
4006,17.05.2005,"2.004,15","1.986,16","2.004,15","1.980,94",-,"0,49%"
4007,16.05.2005,"1.994,43","1.976,38","1.994,47","1.973,67",-,"0,89%"
4008,13.05.2005,"1.976,78","1.978,28","1.990,00","1.964,77",-,"0,66%"
4009,12.05.2005,"1.963,88","1.970,80","1.982,20","1.956,45",-,"-0,39%"
4010,11.05.2005,"1.971,55","1.966,06","1.972,52","1.943,89",-,"0,45%"
4011,10.05.2005,"1.962,77","1.968,08","1.971,25","1.957,29",-,"-0,85%"
4012,09.05.2005,"1.979,67","1.967,74","1.979,67","1.960,27",-,"0,63%"
4013,06.05.2005,"1.967,35","1.972,66","1.973,50","1.960,76",-,"0,28%"
4014,05.05.2005,"1.961,80","1.960,38","1.969,29","1.951,49",-,"-0,02%"
4015,04.05.2005,"1.962,23","1.937,79","1.963,26","1.935,24",-,"1,51%"
4016,03.05.2005,"1.933,07","1.924,78","1.944,53","1.924,78",-,"0,23%"
4017,02.05.2005,"1.928,65","1.923,23","1.933,42","1.916,03",-,"0,36%"
4018,29.04.2005,"1.921,65","1.917,64","1.921,77","1.889,83",-,"0,92%"
4019,28.04.2005,"1.904,18","1.922,03","1.927,31","1.904,08",-,"-1,36%"
4020,27.04.2005,"1.930,43","1.919,42","1.937,15","1.913,14",-,"0,16%"
4021,26.04.2005,"1.927,44","1.943,75","1.958,58","1.927,44",-,"-1,20%"
4022,25.04.2005,"1.950,78","1.942,02","1.954,87","1.938,45",-,"0,96%"
4023,22.04.2005,"1.932,19","1.953,58","1.953,77","1.921,38",-,"-1,54%"
4024,21.04.2005,"1.962,41","1.931,85","1.962,41","1.928,52",-,"2,54%"
4025,20.04.2005,"1.913,76","1.944,64","1.945,60","1.912,35",-,"-0,96%"
4026,19.04.2005,"1.932,36","1.922,82","1.933,21","1.918,15",-,"1,02%"
4027,18.04.2005,"1.912,92","1.906,43","1.921,69","1.904,27",-,"0,25%"
